"age","workclass","fnlwgt","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","y"
22," ?",289405,10," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
25," Private",75759,10," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",3325,0,40," United-States"," <=50K"
21," ?",231511,10," Never-married"," ?"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
47," Private",155890,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,40," United-States"," >50K"
31," Private",101562,10," Divorced"," Other-service"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"
31," Private",117659,7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," >50K"
24," Private",199426,13," Never-married"," Other-service"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
25," Private",36023,9," Married-spouse-absent"," Transport-moving"," Not-in-family"," White"," Male",0,0,55," United-States"," <=50K"
59," Private",239405,9," Divorced"," Other-service"," Unmarried"," Black"," Female",0,0,35," Jamaica"," <=50K"
28," Private",408417,10," Never-married"," Sales"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"
45," Private",176841,9," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,40," El-Salvador"," <=50K"
45," Private",174426,14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,43," United-States"," <=50K"
43," Self-emp-not-inc",37869,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1977,40," United-States"," >50K"
40," Self-emp-inc",140915,13," Married-civ-spouse"," Tech-support"," Husband"," Other"," Male",0,0,40," France"," >50K"
55," Private",342121,9," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,54," United-States"," <=50K"
33," Private",97723,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,1672,40," United-States"," <=50K"
59," Private",200316,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
31," Private",107417,10," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
67," ?",40021,16," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
35," Self-emp-not-inc",228493,2," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",4386,0,65," Mexico"," <=50K"
40," State-gov",114714,16," Married-civ-spouse"," Exec-managerial"," Husband"," Asian-Pac-Islander"," Male",0,0,40," Taiwan"," >50K"
47," Self-emp-not-inc",333052,13," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,5," United-States"," <=50K"
44," Private",138845,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
46," State-gov",86837,10," Married-spouse-absent"," Adm-clerical"," Not-in-family"," Asian-Pac-Islander"," Male",0,0,50," Philippines"," <=50K"
22," State-gov",125010,13," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
46," Private",241350,10," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",8614,0,50," United-States"," >50K"
81," Private",39895,4," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",0,0,2," United-States"," <=50K"
36," Self-emp-not-inc",258289,9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,35," United-States"," <=50K"
28," Self-emp-not-inc",183151,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
58," ?",228614,4," Married-civ-spouse"," ?"," Husband"," Black"," Male",0,0,35," United-States"," <=50K"
44," Private",118947,14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,44," United-States"," >50K"
43," Private",331649,13," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
44," Private",229954,12," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
42," Private",184018,14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," >50K"
33," Local-gov",113364,9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
24," Private",273049,13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,42," United-States"," <=50K"
36," Private",116546,9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
30," Private",162442,10," Never-married"," Craft-repair"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
67," Federal-gov",231604,9," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,40," United-States"," >50K"
44," Private",262656,9," Never-married"," Other-service"," Unmarried"," Black"," Male",0,0,32," United-States"," <=50K"
37," Self-emp-not-inc",119992,9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,99," United-States"," <=50K"
23," Private",271354,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,1902,50," United-States"," >50K"
23," Private",84726,12," Married-civ-spouse"," Farming-fishing"," Wife"," White"," Female",0,0,45," Germany"," <=50K"
47," ?",175530,3," Separated"," ?"," Own-child"," White"," Female",0,0,56," Mexico"," <=50K"
39," Local-gov",364782,10," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," >50K"
43," Private",137304,13," Married-civ-spouse"," Tech-support"," Wife"," Black"," Female",0,0,40," United-States"," >50K"
23," Private",197613,13," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
44," Self-emp-inc",171615,15," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States"," >50K"
57," Self-emp-not-inc",105824,7," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,99," United-States"," <=50K"
43," Private",178983,14," Separated"," Sales"," Unmarried"," White"," Female",6497,0,50," United-States"," <=50K"
48," Local-gov",169515,13," Divorced"," Protective-serv"," Not-in-family"," Black"," Female",0,0,43," United-States"," >50K"
49," Private",121253,9," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,1564,40," United-States"," >50K"
24," Private",199915,13," Never-married"," Sales"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"
31," Private",874728,9," Never-married"," Adm-clerical"," Other-relative"," Black"," Male",0,0,40," United-States"," <=50K"
41," Local-gov",216116,9," Divorced"," Protective-serv"," Unmarried"," Black"," Female",0,0,40," United-States"," >50K"
21," ?",148294,10," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
26," Private",128777,10," Never-married"," Sales"," Other-relative"," Black"," Female",0,0,40," United-States"," <=50K"
73," Private",108098,9," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,32," United-States"," <=50K"
38," Self-emp-not-inc",103474,13," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
50," State-gov",34637,5," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,2002,40," United-States"," <=50K"
30," Private",352105,13," Never-married"," Prof-specialty"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
53," Private",291096,2," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
63," Self-emp-not-inc",144391,13," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
62," Private",44013,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
44," Self-emp-not-inc",35166,10," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,75," United-States"," <=50K"
70," ?",30140,5," Never-married"," ?"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
27," Private",125791,13," Never-married"," Prof-specialty"," Other-relative"," White"," Female",0,0,15," United-States"," <=50K"
39," Private",342768,10," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," >50K"
30," Private",196963,12," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"
70," Private",115239,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
29," Private",133937,9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"
75," Self-emp-not-inc",106873,7," Widowed"," Sales"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
20," Private",177287,9," Never-married"," Exec-managerial"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
42," Private",188243,13," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,50," United-States"," >50K"
37," Private",116960,9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," >50K"
22," Private",172496,10," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," Poland"," <=50K"
54," Federal-gov",28683,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",4386,0,41," United-States"," >50K"
36," Private",109133,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"
44," Private",201495,12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,50," United-States"," >50K"
40," Private",77391,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
49," Self-emp-not-inc",36601,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Canada"," >50K"
31," Self-emp-not-inc",197193,9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,27," United-States"," <=50K"
81," Self-emp-not-inc",184762,10," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,25," Greece"," <=50K"
40," Private",200671,9," Divorced"," Machine-op-inspct"," Own-child"," Black"," Male",0,0,40," United-States"," <=50K"
47," Private",186539,10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,10," United-States"," <=50K"
39," Private",199816,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," United-States"," >50K"
19," ?",292774,9," Never-married"," ?"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
35," ?",139854,12," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,15," United-States"," <=50K"
52," State-gov",145072,14," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
46," Private",187666,9," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,55," United-States"," <=50K"
49," Self-emp-not-inc",225456,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,60," United-States"," >50K"
46," Federal-gov",362835,12," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," Germany"," >50K"
39," Private",49105,11," Separated"," Adm-clerical"," Own-child"," White"," Female",594,0,40," United-States"," <=50K"
38," Private",200352,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
56," Private",146660,9," Divorced"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,10," United-States"," <=50K"
30," Self-emp-not-inc",247328,11," Separated"," Sales"," Not-in-family"," White"," Male",0,0,40," Mexico"," <=50K"
41," Private",304605,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," Canada"," >50K"
29," Private",309778,13," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
43," Private",248476,13," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
23," Private",230824,13," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,35," United-States"," <=50K"
34," Private",410615,12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"
42," Private",33155,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,85," United-States"," <=50K"
32," Federal-gov",228696,10," Divorced"," Adm-clerical"," Unmarried"," White"," Male",0,0,40," Mexico"," <=50K"
34," Private",197252,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," >50K"
42," Private",56072,12," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," >50K"
51," Local-gov",164300,9," Separated"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," Puerto-Rico"," <=50K"
46," Private",254672,10," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",2354,0,40," United-States"," <=50K"
31," Private",356823,13," Never-married"," Tech-support"," Not-in-family"," White"," Female",10520,0,40," United-States"," >50K"
25," Private",184569,9," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,45," United-States"," <=50K"
37," State-gov",164898,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
58," Local-gov",217802,14," Married-civ-spouse"," Prof-specialty"," Husband"," Black"," Male",7688,0,45," United-States"," >50K"
28," Local-gov",257124,14," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,55," United-States"," <=50K"
18," Private",190325,7," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
29," Private",118598,9," Never-married"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
29," Private",39388,9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
30," Private",27856,9," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
30," Private",62932,9," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"
43," Private",334141,4," Divorced"," Other-service"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
22," ?",144210,7," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,20," United-States"," <=50K"
44," Private",33895,9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
23," Private",168997,10," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
35," Private",109133,9," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,40," ?"," <=50K"
18," Private",332125,9," Never-married"," Machine-op-inspct"," Other-relative"," White"," Male",2176,0,25," United-States"," <=50K"
62," Private",84784,9," Divorced"," Machine-op-inspct"," Unmarried"," White"," Male",0,1741,40," United-States"," <=50K"
20," Private",206869,10," Never-married"," Sales"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
